id,app_name,package_name,title,body,label,notification_type,template_group,clarity,reason_code,android_category,is_ongoing,rule_score,rule_level,forced,model_eligible,source,dataset_version
V02_TRAIN_201,에브리타임,synthetic.kr.everytime,에브리타임,동아리 모집 일정 관련 알림이 곧 시작됩니다.,0,optional_schedule,eligible_keep_schedule_4,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_202,에브리타임,synthetic.kr.everytime,동아리 모집 일정 안내,동아리 모집 일정 관련 새 내용이 오늘 오후 3시에 공개됩니다.,0,optional_schedule,eligible_keep_schedule_0,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_203,에브리타임,synthetic.kr.everytime,에브리타임,학교생활 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_204,에브리타임,synthetic.kr.everytime,학교생활 설문 안내,학교생활 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_205,에브리타임,synthetic.kr.everytime,긴급 확인,과제 제출 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_206,에브리타임,synthetic.kr.everytime,보안 알림,새로운 기기에서 수강 신청 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_207,에브리타임,synthetic.kr.everytime,(광고) 오늘의 혜택,"대학생 제휴 할인, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_208,에브리타임,synthetic.kr.everytime,업데이트 완료,주간 게시판 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_209,클래스101,synthetic.kr.class101,클래스101,수강 결제 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_210,클래스101,synthetic.kr.class101,수강 결제 안내,수강 결제 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_211,클래스101,synthetic.kr.class101,클래스101,라이브 수업 시간: 내일 오전 9시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_1,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_212,클래스101,synthetic.kr.class101,라이브 수업 시간 안내,라이브 수업 시간 변경 안내입니다. 기존 일정과 달라졌습니다.,1,schedule_change,eligible_promote_schedule_2,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_213,클래스101,synthetic.kr.class101,클래스101,확인이 필요합니다: 과제 제출 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_214,클래스101,synthetic.kr.class101,과제 제출 정보 안내,과제 제출 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_215,클래스101,synthetic.kr.class101,클래스101,학습 리포트: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_216,클래스101,synthetic.kr.class101,학습 리포트 안내,학습 리포트 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_217,클래스101,synthetic.kr.class101,클래스101,추천 클래스 일정 관련 내용이 내일 오전 10시에 업데이트됩니다.,0,optional_schedule,eligible_keep_schedule_1,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_218,클래스101,synthetic.kr.class101,추천 클래스 일정 안내,관심 등록한 추천 클래스 일정 소식이 이번 주 공개될 예정입니다.,0,optional_schedule,eligible_keep_schedule_2,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_219,클래스101,synthetic.kr.class101,클래스101,수강 만족도 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_220,클래스101,synthetic.kr.class101,수강 만족도 설문 안내,수강 만족도 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_221,클래스101,synthetic.kr.class101,긴급 확인,수강 결제 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_222,클래스101,synthetic.kr.class101,보안 알림,새로운 기기에서 과제 제출 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_223,클래스101,synthetic.kr.class101,(광고) 오늘의 혜택,"인기 클래스 할인, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_224,클래스101,synthetic.kr.class101,업데이트 완료,학습 리포트 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_225,Slack,synthetic.kr.slack,Slack,배포 승인 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_226,Slack,synthetic.kr.slack,배포 승인 안내,배포 승인 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_227,Slack,synthetic.kr.slack,Slack,고객 회의 시간: 기존 시간이 취소되고 새 시간이 등록되었습니다.,1,schedule_change,eligible_promote_schedule_3,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_228,Slack,synthetic.kr.slack,고객 회의 시간 안내,고객 회의 시간: 예정보다 2시간 앞당겨졌습니다.,1,schedule_change,eligible_promote_schedule_4,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_229,Slack,synthetic.kr.slack,Slack,확인이 필요합니다: 담당 업무 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_230,Slack,synthetic.kr.slack,담당 업무 정보 안내,담당 업무 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_231,Slack,synthetic.kr.slack,Slack,주간 채널 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_232,Slack,synthetic.kr.slack,주간 채널 요약 안내,주간 채널 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_233,Slack,synthetic.kr.slack,Slack,사내 행사 일정 공개 시간이 정해졌습니다.,0,optional_schedule,eligible_keep_schedule_3,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_234,Slack,synthetic.kr.slack,사내 행사 일정 안내,사내 행사 일정 관련 알림이 곧 시작됩니다.,0,optional_schedule,eligible_keep_schedule_4,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_235,Slack,synthetic.kr.slack,Slack,협업 방식 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_236,Slack,synthetic.kr.slack,협업 방식 설문 안내,협업 방식 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_237,Slack,synthetic.kr.slack,긴급 확인,배포 승인 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_238,Slack,synthetic.kr.slack,보안 알림,새로운 기기에서 담당 업무 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_239,Slack,synthetic.kr.slack,(광고) 오늘의 혜택,"업무 생산성 웨비나, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_240,Slack,synthetic.kr.slack,업데이트 완료,주간 채널 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_241,Notion,synthetic.kr.notion,Notion,문서 승인 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_242,Notion,synthetic.kr.notion,문서 승인 안내,문서 승인 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_243,Notion,synthetic.kr.notion,Notion,프로젝트 마감 일정: 오늘 오후 6시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_0,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_244,Notion,synthetic.kr.notion,프로젝트 마감 일정 안내,프로젝트 마감 일정: 내일 오전 9시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_1,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_245,Notion,synthetic.kr.notion,Notion,확인이 필요합니다: 작업 담당자 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_246,Notion,synthetic.kr.notion,작업 담당자 정보 안내,작업 담당자 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_247,Notion,synthetic.kr.notion,Notion,워크스페이스 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_248,Notion,synthetic.kr.notion,워크스페이스 요약 안내,워크스페이스 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_249,Notion,synthetic.kr.notion,Notion,템플릿 소개 일정 관련 새 내용이 오늘 오후 3시에 공개됩니다.,0,optional_schedule,eligible_keep_schedule_0,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_250,Notion,synthetic.kr.notion,템플릿 소개 일정 안내,템플릿 소개 일정 관련 내용이 내일 오전 10시에 업데이트됩니다.,0,optional_schedule,eligible_keep_schedule_1,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_251,Notion,synthetic.kr.notion,Notion,제품 사용 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_252,Notion,synthetic.kr.notion,제품 사용 설문 안내,제품 사용 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_253,Notion,synthetic.kr.notion,긴급 확인,문서 승인 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_254,Notion,synthetic.kr.notion,보안 알림,새로운 기기에서 작업 담당자 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_255,Notion,synthetic.kr.notion,(광고) 오늘의 혜택,"팀용 템플릿 프로모션, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_256,Notion,synthetic.kr.notion,업데이트 완료,워크스페이스 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_257,똑닥,synthetic.kr.ddocdoc,똑닥,진료비 결제 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_258,똑닥,synthetic.kr.ddocdoc,진료비 결제 안내,진료비 결제 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_259,똑닥,synthetic.kr.ddocdoc,똑닥,병원 예약 시간 변경 안내입니다. 기존 일정과 달라졌습니다.,1,schedule_change,eligible_promote_schedule_2,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_260,똑닥,synthetic.kr.ddocdoc,병원 예약 시간 안내,병원 예약 시간: 기존 시간이 취소되고 새 시간이 등록되었습니다.,1,schedule_change,eligible_promote_schedule_3,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_261,똑닥,synthetic.kr.ddocdoc,똑닥,확인이 필요합니다: 환자 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_262,똑닥,synthetic.kr.ddocdoc,환자 정보 안내,환자 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_263,똑닥,synthetic.kr.ddocdoc,똑닥,건강 기록 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_264,똑닥,synthetic.kr.ddocdoc,건강 기록 요약 안내,건강 기록 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_265,똑닥,synthetic.kr.ddocdoc,똑닥,관심 등록한 건강 콘텐츠 일정 소식이 이번 주 공개될 예정입니다.,0,optional_schedule,eligible_keep_schedule_2,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_266,똑닥,synthetic.kr.ddocdoc,건강 콘텐츠 일정 안내,건강 콘텐츠 일정 공개 시간이 정해졌습니다.,0,optional_schedule,eligible_keep_schedule_3,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_267,똑닥,synthetic.kr.ddocdoc,똑닥,진료 경험 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_268,똑닥,synthetic.kr.ddocdoc,진료 경험 설문 안내,진료 경험 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_269,똑닥,synthetic.kr.ddocdoc,긴급 확인,진료비 결제 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_270,똑닥,synthetic.kr.ddocdoc,보안 알림,새로운 기기에서 환자 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_271,똑닥,synthetic.kr.ddocdoc,(광고) 오늘의 혜택,"건강검진 제휴 혜택, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_272,똑닥,synthetic.kr.ddocdoc,업데이트 완료,건강 기록 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_273,정부24,synthetic.kr.gov24,정부24,민원 수수료 결제 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_274,정부24,synthetic.kr.gov24,민원 수수료 결제 안내,민원 수수료 결제 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_275,정부24,synthetic.kr.gov24,정부24,서류 제출 기한: 예정보다 2시간 앞당겨졌습니다.,1,schedule_change,eligible_promote_schedule_4,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_276,정부24,synthetic.kr.gov24,서류 제출 기한 안내,서류 제출 기한: 오늘 오후 6시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_0,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_277,정부24,synthetic.kr.gov24,정부24,확인이 필요합니다: 신청인 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_278,정부24,synthetic.kr.gov24,신청인 정보 안내,신청인 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_279,정부24,synthetic.kr.gov24,정부24,이용 내역 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_280,정부24,synthetic.kr.gov24,이용 내역 요약 안내,이용 내역 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_281,정부24,synthetic.kr.gov24,정부24,정책 안내 일정 관련 알림이 곧 시작됩니다.,0,optional_schedule,eligible_keep_schedule_4,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_282,정부24,synthetic.kr.gov24,정책 안내 일정 안내,정책 안내 일정 관련 새 내용이 오늘 오후 3시에 공개됩니다.,0,optional_schedule,eligible_keep_schedule_0,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_283,정부24,synthetic.kr.gov24,정부24,서비스 개선 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_284,정부24,synthetic.kr.gov24,서비스 개선 설문 안내,서비스 개선 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_285,정부24,synthetic.kr.gov24,긴급 확인,민원 수수료 결제 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_286,정부24,synthetic.kr.gov24,보안 알림,새로운 기기에서 신청인 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_287,정부24,synthetic.kr.gov24,(광고) 오늘의 혜택,"생활지원 정책 이벤트, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_288,정부24,synthetic.kr.gov24,업데이트 완료,이용 내역 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_289,카카오톡,synthetic.kr.kakaotalk,카카오톡,송금 받기 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_290,카카오톡,synthetic.kr.kakaotalk,송금 받기 안내,송금 받기 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_291,카카오톡,synthetic.kr.kakaotalk,카카오톡,약속 시간: 내일 오전 9시로 변경되었습니다.,1,schedule_change,eligible_promote_schedule_1,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_292,카카오톡,synthetic.kr.kakaotalk,약속 시간 안내,약속 시간 변경 안내입니다. 기존 일정과 달라졌습니다.,1,schedule_change,eligible_promote_schedule_2,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_293,카카오톡,synthetic.kr.kakaotalk,카카오톡,확인이 필요합니다: 공유 계정 정보,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_294,카카오톡,synthetic.kr.kakaotalk,공유 계정 정보 안내,공유 계정 정보 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_295,카카오톡,synthetic.kr.kakaotalk,카카오톡,주간 대화 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_296,카카오톡,synthetic.kr.kakaotalk,주간 대화 요약 안내,주간 대화 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_297,카카오톡,synthetic.kr.kakaotalk,카카오톡,오픈채팅 일정 관련 내용이 내일 오전 10시에 업데이트됩니다.,0,optional_schedule,eligible_keep_schedule_1,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_298,카카오톡,synthetic.kr.kakaotalk,오픈채팅 일정 안내,관심 등록한 오픈채팅 일정 소식이 이번 주 공개될 예정입니다.,0,optional_schedule,eligible_keep_schedule_2,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_299,카카오톡,synthetic.kr.kakaotalk,카카오톡,메신저 이용 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_300,카카오톡,synthetic.kr.kakaotalk,메신저 이용 설문 안내,메신저 이용 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_301,카카오톡,synthetic.kr.kakaotalk,긴급 확인,송금 받기 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
